raw_text,merchant,category
VPA ts0151532xju@sbi Mr ARNAV PATIL,ARNAV PATIL,Transfer
VPA jiocinem.lez@apl JIO CINEMA,Jio Cinema,Subscription
VPA swiggy.ckw5.jeb@okbizaxis Swiggy,Swiggy,Food
VPA 1651623198@hdfcbank GROWW,Groww,Investment
VPA paytmqr0udqozo@ptys 1MG,1mg,Health
VPA bharatpe.p0e62n3pp1vm3i0g@fbpe Ms PRIYA PRASAD YADAV,PRIYA PRASAD YADAV,Transfer
VPA 0375830945@axl Vi Vodafone,Vi Vodafone,Utilities
VPA swiggy@okbizaxis SWIGGY,Swiggy,Food
VPA paytm.td2mrm@ptybl GLOBAL MEDICAL,Global Medical,Health
VPA paytmqr7noitlv@ptybl EATCLUB,EatClub,Food
VPA paytmqr5gfts@ptys NETFLIX,Netflix,Subscription
VPA 1306090691@sbi COLLEGE FEES,College Fees,Education
VPA mobikwik.tzqw.crp@okhdfcbank MOBIKWIK,MobiKwik,Payments
VPA paytm.kixfy1@ptys GOOGLE PAY,Google Pay,Payments
VPA paytmqr7yqujag@ptys MAKEMYTRIP,MakeMyTrip,Transport
VPA gasbill@axb GAS BILL,Gas Bill,Utilities
VPA collegefee.fkwl@validicici College Fees,College Fees,Education
VPA nykaa.2164334722820055@axb NYKAA,Nykaa,Shopping
VPA paytm.d06ak32o@paytm Sbi Mutual Fund,SBI Mutual Fund,Investment
VPA groww.a877.hyt@icici Groww,Groww,Investment
VPA paytmqr7cgfjz@paytm BILLDESK,BillDesk,Payments
VPA paytmqr7wndpq@pthdfc WinZo,WinZo,Entertainment
VPA paytmqr3irkvo@ptybl Nature Basket,Nature Basket,Groceries
VPA globalme.4xfr.gtz@axisbank GLOBAL MEDICAL,Global Medical,Health
VPA spencers.3465472269848583@ibl SPENCERS,Spencers,Groceries
VPA paytmqr1koox@paytm ZERODHA,Zerodha,Investment
VPA paytm.eidbx2@pty BILLDESK,BillDesk,Payments
VPA paytm.spmqk8@ptybl Youtube Premium,YouTube Premium,Subscription
VPA paytmqr7awmbar@pthdfc GLOBAL MEDICAL,Global Medical,Health
VPA jiocinem.rxon.bjl@hdfcbank Jio Cinema,Jio Cinema,Subscription
VPA paytm.ovhhgy@ptys APOLLO PHARMACY,Apollo Pharmacy,Health
VPA bharatpe.bm5ry6q2m8of7mqa@fbpe Mrs SONIA RAJU SHARMA,SONIA RAJU SHARMA,Transfer
VPA 7622683885@ibl MCDONALDS,McDonalds,Food
VPA 7275164807@sbi APOLLO PHARMACY,Apollo Pharmacy,Health
VPA ye2183854jty@okhdfcbank Mrs SWATI GAJENDRA PATIL,SWATI GAJENDRA PATIL,Transfer
VPA groww.2xk2.lof@fbpe GROWW,Groww,Investment
VPA paytm.ot63j3r@pthdfc KFC,KFC,Food
VPA yg8855829nhp@okaxis BHERU RAO,BHERU RAO,Transfer
VPA paytmqr2gvob@pthdfc ANGEL BROKING,Angel Broking,Investment
VPA bharatpe.i76berp0iv1topi9@fbpe Mr YASH RAMESH CHAUHAN,YASH RAMESH CHAUHAN,Transfer
VPA paytmqr6qladd@ptybl Disney Hotstar,Disney Hotstar,Subscription
VPA haldiram.t9d3.thz@validicici Haldirams,Haldirams,Food
VPA coursera.zbt@okaxis COURSERA,Coursera,Education
VPA hm2311232yzh@hdfcbank Ms AMIT RAMESH DESAI,AMIT RAMESH DESAI,Transfer
VPA gpay-9330833016@axisbank STARBUCKS,Starbucks,Food
VPA 5574696606@ibl DREAM11,Dream11,Entertainment
VPA bharatpe.yup1shntcvl0yqzd@fbpe Mr VIKRAM GAFUR SAYYED,VIKRAM GAFUR SAYYED,Transfer
VPA phonepe-5638300081@ibl Jio,Jio,Utilities
VPA paytm.of5gcl9@pthdfc JIOMART,JioMart,Groceries
VPA gpay-8946338915@axl Mrs GOPAL MALHOTRA,GOPAL MALHOTRA,Transfer
VPA phonepe-2384979162@okhdfcbank MEDICAL STORE,Medical Store,Health
VPA blinkit@rapl Blinkit,Blinkit,Groceries
VPA tatacliq.0164510463681579@rapl TATA CLIQ,Tata Cliq,Shopping
VPA paytm.qiiq@okaxis PAYTM,Paytm,Payments
VPA gpay-4888992107@oksbi Snapdeal,Snapdeal,Shopping
VPA bharatpe.3ktx6qcaluk87322@fbpe Dr ANITA LAL GUPTA,ANITA LAL GUPTA,Transfer
VPA gpay-8676738209@hdfcbank Ms MADHURI AJAYKUMAR JOSHI,MADHURI AJAYKUMAR JOSHI,Transfer
VPA misalresta@oksbi MISAL RESTAURANT,Misal Restaurant,Food
VPA bharatpe.m9bjudl3af6kkfed@fbpe Dr ROHIT PRASAD TIWARI,ROHIT PRASAD TIWARI,Transfer
VPA mpl.auk@okaxis MPL,MPL,Entertainment
VPA paytmqr3bfgdw@ptybl Phonepe,PhonePe,Payments
VPA paytmqr5mssl@paytm Phonepe,PhonePe,Payments
VPA paytm.t9hkhj@pty HDFC SECURITIES,HDFC Securities,Investment
VPA paytm.w2ljk4q@ptybl JIOMART,JioMart,Groceries
VPA mehtasandee6190@oksbi Mrs SANDEEP DILIP MEHTA,SANDEEP DILIP MEHTA,Transfer
VPA irctc.3461571732030937@fbpe IRCTC,IRCTC,Transport
VPA paytm.bl9fc1x@pty NEXT BILLION TECHNOLOGY,Next Billion Technology,Investment
VPA patelusha934@axisbank Mrs USHA GAFUR PATEL,USHA GAFUR PATEL,Transfer
VPA phonepe-6261142436@ybl Mrs DEEPAK LAL SHETTY,DEEPAK LAL SHETTY,Transfer
VPA paytm.spw5k0j@pthdfc UNACADEMY,Unacademy,Education
VPA tatacliq.9389833146591166@axisbank TATA CLIQ,Tata Cliq,Shopping
VPA paytm.iqy7hylg@paytm INOX,INOX,Entertainment
VPA swiggy.ncb@okaxis SWIGGY,Swiggy,Food
VPA 2906032020@oksbi BYJUS,Byjus,Education
VPA phonepe-4255136090@ptybl POOJA KUMAR SAXENA,POOJA KUMAR SAXENA,Transfer
VPA 1mg.4463060002589552@validhdfc 1MG,1mg,Health
VPA phonepe-5618579064@okbizaxis NETMEDS,Netmeds,Health
VPA paytm.wydshlv7@pthdfc CLEARTRIP,Cleartrip,Transport
VPA unacadem.9cd3.gmp@hdfcbank UNACADEMY,Unacademy,Education
VPA paytm.hqsspye@paytm Milkbasket,Milkbasket,Groceries
VPA paytmqr5ujbrj@pthdfc PHARMEASY,PharmEasy,Health
VPA hotelshi.lku@apl Hotel Shiv Sagar,Hotel Shiv Sagar,Food
VPA paytmqr1lafnf@ptybl Tata Cliq,Tata Cliq,Shopping
VPA udemy.gfwm.lrv@validicici Udemy,Udemy,Education
VPA spotify.65555356@fbpe Spotify,Spotify,Subscription
VPA cleartri.0opf.sxs@validhdfc CLEARTRIP,Cleartrip,Transport
VPA gpay-7674783667@oksbi RAPIDO,Rapido,Transport
VPA flipkart.mcqc@hdfcbank FLIPKART,Flipkart,Shopping
VPA phonepe-7667080612@ybl GLOBAL MEDICAL,Global Medical,Health
VPA bharatpe.44dvvpgb8iy525fn@fbpe VINOD CHAUTALA,VINOD CHAUTALA,Transfer
VPA flipkart.sx43.pen@validicici FLIPKART,Flipkart,Shopping
VPA nykaa.dza@okaxis NYKAA,Nykaa,Shopping
VPA myntra@hdfcbank MYNTRA,Myntra,Shopping
VPA gpay-4648449411@okaxis upGrad,upGrad,Education
VPA paytmqr3fvkgl@paytm SPICEJET,SpiceJet,Transport
VPA faasos.5685574443135182@ibl FAASOS,Faasos,Food
VPA paytm.dki7p5@ptybl ZOMATO,Zomato,Food
VPA jainnaina88@ibl Mr NAINA GAFUR JAIN,NAINA GAFUR JAIN,Transfer
VPA gpay-3046875063@okicici Upstox,Upstox,Investment
VPA paytmqr0wmbnqm@paytm Box8,Box8,Food
VPA jadhavrav426@okicici Mrs RAVINDRA JADHAV,RAVINDRA JADHAV,Transfer
VPA myntra.9026012796114351@okicici Myntra,Myntra,Shopping
VPA gpay-7225605313@okhdfcbank Apple Media Services,Apple Media Services,Subscription
VPA paytm.yp8637zg@pty BURGER KING,Burger King,Food
VPA paytmqr1ycsn@pty Meesho,Meesho,Shopping
VPA paytm.gvm2p9@ptys Zomato,Zomato,Food
VPA bharatpe.cv1exyb8z8trtm47@fbpe Dr VIKRAM LAL DESAI,VIKRAM LAL DESAI,Transfer
VPA ck2523941dty@axisbank Mrs RAVINDRA VERMA,RAVINDRA VERMA,Transfer
VPA subway.3450541566765277@axisbank SUBWAY,Subway,Food
VPA eatclub.vku@okhdfcbank EATCLUB,EatClub,Food
VPA mpl.1979316477251295@validicici MPL,MPL,Entertainment
VPA jiocinema@icici Jio Cinema,Jio Cinema,Subscription
VPA mcdonalds@sbi Mcdonalds,McDonalds,Food
VPA burgerki.isi@apl BURGER KING,Burger King,Food
VPA gpay-6847488360@axisbank JIO,Jio,Utilities
VPA makemytr.ap5i.lfy@ybl Makemytrip,MakeMyTrip,Transport
VPA applemedia@sbi APPLE MEDIA SERVICES,Apple Media Services,Subscription
VPA vivekredd296-5@axisbank Ms VIVEK PRASAD REDDY,VIVEK PRASAD REDDY,Transfer
VPA paytm.oq1ni10k@paytm FLIPKART,Flipkart,Shopping
VPA paytmqr9ifriui@ptys Makemytrip,MakeMyTrip,Transport
VPA cafecoffee@okaxis CAFE COFFEE DAY,Cafe Coffee Day,Food
VPA paytmqr3dxgpq@paytm ZOMATO,Zomato,Food
VPA paytm.t0lg92m@pthdfc MPL,MPL,Entertainment
VPA vedantu.9pbt.rhm@okbizaxis Vedantu,Vedantu,Education
VPA gpay-5151092268@icici ZEE5,ZEE5,Subscription
VPA patilsneha92@okbizaxis SNEHA PATIL,SNEHA PATIL,Transfer
VPA dj6549633tao@okaxis Ms ANITA LAL PATEL,ANITA LAL PATEL,Transfer
VPA paytm.vd14ve@ptybl DUNZO,Dunzo,Food
VPA flipkart.43222591@okbizaxis FLIPKART,Flipkart,Shopping
VPA amazon.larn@oksbi AMAZON,Amazon,Shopping
VPA upgrad.5090254257306624@apl Upgrad,upGrad,Education
VPA paytmqr9uoew@paytm Nykaa,Nykaa,Shopping
VPA swiggy.96383465@validicici SWIGGY,Swiggy,Food
VPA paytmqr7svcnri@ptybl UDEMY,Udemy,Education
VPA paytm.vnysj5y@ptybl APOLLO PHARMACY,Apollo Pharmacy,Health
VPA foodxpress@apl FOOD XPRESS,Food Xpress,Food
VPA gc0972021wtm@ybl SANDEEP SOLANKI,SANDEEP SOLANKI,Transfer
VPA paytm.lgcg1j@paytm Netflix,Netflix,Subscription
VPA dunzo.ucfr@icici Dunzo,Dunzo,Food
VPA phonepe-2222064474@oksbi Croma,Croma,Shopping
VPA winzo.drjp@okaxis WinZo,WinZo,Entertainment
VPA paytm.b52e77dy@ptybl UDEMY,Udemy,Education
VPA 4916247554@okicici AMAZON PRIME,Amazon Prime,Subscription
VPA winzo.82210531@validhdfc WINZO,WinZo,Entertainment
VPA gpay-9292983168@okaxis MakeMyTrip,MakeMyTrip,Transport
VPA airindia.ejj@ibl AIR INDIA,Air India,Transport
VPA hotelshi.7514010512382825@rapl HOTEL SHIV SAGAR,Hotel Shiv Sagar,Food
VPA netflix.5066337050249724@okbizaxis NETFLIX,Netflix,Subscription
VPA dream11@oksbi DREAM11,Dream11,Entertainment
VPA phonepe.7knu.ebf@ibl PhonePe,PhonePe,Payments
VPA jiomart@ybl JioMart,JioMart,Groceries
VPA spicejet.67197889@axb SPICEJET,SpiceJet,Transport
VPA fm5833364tlv@okicici MEERA DILIP ANSARI,MEERA DILIP ANSARI,Transfer
VPA milkbask.jic@fbpe Milkbasket,Milkbasket,Groceries
VPA jiocinem.qekw.ybs@fbpe Jio Cinema,Jio Cinema,Subscription
VPA foodxpress.39685621@apl FOOD XPRESS,Food Xpress,Food
VPA gpay-6676640473@sbi Jio,Jio,Utilities
VPA haldirams.wukz@ibl Haldirams,Haldirams,Food
VPA 6295187794@okbizaxis Paytm,Paytm,Payments
VPA paytm.rqx6qd0@paytm Apollo Pharmacy,Apollo Pharmacy,Health
VPA paytmqr9qgjny@pthdfc Jio,Jio,Utilities
VPA deepakkulk023@okaxis Mrs DEEPAK RAJU KULKARNI,DEEPAK RAJU KULKARNI,Transfer
VPA paytm.nnooo0nl@ptybl NETFLIX,Netflix,Subscription
VPA phonepe-5724461767@sbi Medical Store,Medical Store,Health
VPA 8442258313@okaxis SUBWAY,Subway,Food
VPA wb2983104gzo@ybl Dr POOJA RAVISHANKAR GUPTA,POOJA RAVISHANKAR GUPTA,Transfer
VPA foodxpre.yiy@ybl Food Xpress,Food Xpress,Food
VPA foodxpress.60084840@apl FOOD XPRESS,Food Xpress,Food
VPA waterbill@rapl WATER BILL,Water Bill,Utilities
VPA bharatpe.wq1cgedbt8bz9t30@fbpe Mrs MANOJ MISHRA,MANOJ MISHRA,Transfer
VPA 9626335564@axisbank Billdesk,BillDesk,Payments
VPA paytmqr3nueo@paytm AMAZON,Amazon,Shopping
VPA paytmqr3ijftnz@ptys AMAZON,Amazon,Shopping
VPA kumargop47@okicici Mr GOPAL DILIP KUMAR,GOPAL DILIP KUMAR,Transfer
VPA paytmqr1ooskc@ptys MCDONALDS,McDonalds,Food
VPA gpay-5088210099@hdfcbank AMAZON,Amazon,Shopping
VPA ds8600320zfp@hdfcbank Dr SNEHA RAJU SAYYED,SNEHA RAJU SAYYED,Transfer
VPA ao6177182spo@hdfcbank Mrs SIDDHARTH RAMESH SINGH,SIDDHARTH RAMESH SINGH,Transfer
VPA globalme.u2md.ayd@ybl GLOBAL MEDICAL,Global Medical,Health
VPA paytmqr5xeyau@paytm BLINKIT,Blinkit,Groceries
VPA anjaliverm077-1@ibl ANJALI RAVISHANKAR VERMA,ANJALI RAVISHANKAR VERMA,Transfer
VPA paytm.db97pwd@ptys APPLE MEDIA SERVICES,Apple Media Services,Subscription
VPA phonepe-1367303718@okaxis Nykaa,Nykaa,Shopping
VPA 9014954277@okbizaxis Electricity Bill,Electricity Bill,Utilities
VPA amazon.5368222394312908@validicici AMAZON,Amazon,Shopping
VPA 9380686879@okbizaxis BIGBASKET,BigBasket,Groceries
VPA zz6154731qwv@okaxis Mr KAVYA KUMAR,KAVYA KUMAR,Transfer
VPA paytm.a1xydup@paytm BOOKMYSHOW,BookMyShow,Entertainment
VPA mukhtar7424@ibl Mrs MUKHTAR RAVISHANKAR PANDEY,MUKHTAR RAVISHANKAR PANDEY,Transfer
VPA paytmqr4pixi@pty UBER,Uber,Transport
VPA dunzo@axisbank Dunzo,Dunzo,Food
VPA aj3888562xyo@ibl SUNITA GAJENDRA DUMANE,SUNITA GAJENDRA DUMANE,Transfer
VPA paytmqr0vmokrk@pty COLLEGE FEES,College Fees,Education
VPA burgerki.lxb@okaxis Burger King,Burger King,Food
VPA phonepe-7536170617@okicici 1MG,1mg,Health
VPA jiomart.prat.syx@apl Jiomart,JioMart,Groceries
VPA rapido.j2jv.lrg@ibl Rapido,Rapido,Transport
VPA angelbro.9717911006512070@icici Angel Broking,Angel Broking,Investment
VPA upstox.ilpa@ybl UPSTOX,Upstox,Investment
VPA phonepe-6430954497@okaxis Dr NEHA AJAYKUMAR SHETTY,NEHA AJAYKUMAR SHETTY,Transfer
VPA paytm.f8nvqhl0@pty AIRTEL,Airtel,Utilities
VPA medicals.ozdp.lal@fbpe MEDICAL STORE,Medical Store,Health
VPA phonepe-6504715802@okhdfcbank SCHOOL FEES,School Fees,Education
VPA paytm.mofc9lg@ptys Airtel,Airtel,Utilities
VPA 8315203771@okbizaxis ELECTRICITY N,Electricity Bill,Utilities
VPA varunansa244@sbi Ms VARUN AJAYKUMAR ANSARI,VARUN AJAYKUMAR ANSARI,Transfer
VPA gpay-5991022901@okbizaxis MCDONALDS,McDonalds,Food
VPA paytmqr1cfqskc@pthdfc MEDPLUS,MedPlus,Health
VPA paytm.xlritj@ptybl Zee5,ZEE5,Subscription
VPA nextbillio@okhdfcbank NEXT BILLION TECHNOLOGY,Next Billion Technology,Investment
VPA shwetamish792-1@ybl SHWETA GAJENDRA MISHRA,SHWETA GAJENDRA MISHRA,Transfer
VPA qv6345337dec@icici Ms HARISH NAIK,HARISH NAIK,Transfer
VPA kumaraakas33@okaxis Ms AAKASH AJAYKUMAR KUMAR,AAKASH AJAYKUMAR KUMAR,Transfer
VPA flipkart@oksbi FLIPKART,Flipkart,Shopping
VPA paytmqr6gpckj@pty MUTUAL FUNDS ICCL,Mutual Funds ICCL,Investment
VPA paytmqr0bain@pthdfc Swiggy,Swiggy,Food
VPA ol4700026zmh@hdfcbank Dr SONIA GAFUR GAWAND,SONIA GAFUR GAWAND,Transfer
VPA paytm.qf1hx6@pthdfc IRCTC,IRCTC,Transport
VPA paytm.xoa2vcyw@pthdfc APOLLO PHARMACY,Apollo Pharmacy,Health
VPA phonepe-6634362948@okbizaxis MEDPLUS,MedPlus,Health
VPA schoolfe.xja@hdfcbank SCHOOL FEES,School Fees,Education
VPA zerodha.99893544@ybl Zerodha,Zerodha,Investment
VPA paytmqr0mzuups@ptybl PIZZA HUT,Pizza Hut,Food
VPA phonepe-8999626970@okbizaxis Ms ADITYA GAJENDRA YADAV,ADITYA GAJENDRA YADAV,Transfer
VPA paytmqr2eklyls@pthdfc SONYLIV,SonyLIV,Subscription
VPA paytmqr5jgve@paytm UDEMY,Udemy,Education
VPA gpay-9208678085@sbi AJIO,AJIO,Shopping
VPA paytmqr1hpmw@paytm ELECTRICITY BILL,Electricity Bill,Utilities
VPA bigbaske.7f6f.cfe@rapl Bigbasket,BigBasket,Groceries
VPA 8019442589@axl Mrs DIVYA PRASAD TIWARI,DIVYA PRASAD TIWARI,Transfer
VPA gpay-1816125590@ptys POOJA LAL MEHTA,POOJA LAL MEHTA,Transfer
VPA bookmysh.5138544577029929@axisbank Bookmyshow,BookMyShow,Entertainment
VPA uz3543788dbg@axl Mrs GEETA KUMAR SHAH,GEETA KUMAR SHAH,Transfer
VPA eatclub.ko64.ntu@okbizaxis EATCLUB,EatClub,Food
VPA bharatpe.k4rv7aq2any1yc1l@fbpe Ms KARAN RAJU MALHOTRA,KARAN RAJU MALHOTRA,Transfer
VPA angelbroki@okicici ANGEL BROKING,Angel Broking,Investment
VPA swiggy.epq8.wgn@axl Swiggy,Swiggy,Food
VPA irctc.15851743@axl Irctc,IRCTC,Transport
VPA paytm.jdknnc@paytm Croma,Croma,Shopping
VPA bharatpe.8pdwxezihzvzgmff@fbpe Ms AMIT DILIP SHINDE,AMIT DILIP SHINDE,Transfer
VPA netflix.2467474689715273@ybl NETFLIX,Netflix,Subscription
VPA 6557922030@icici Ms HARSHIT SAYYED,HARSHIT SAYYED,Transfer
VPA kuvera.56411182@icici KUVERA,Kuvera,Investment
VPA jd1915891elw@axisbank SHREYA GAFUR PATIL,SHREYA GAFUR PATIL,Transfer
VPA gpay-2961201836@okbizaxis MCDONALDS,McDonalds,Food
VPA paytmqr3pqyrix@ptys AMAZON,Amazon,Shopping
VPA paytm.mpva5kw@pty CROMA,Croma,Shopping
VPA nikhilsayy287@okaxis Mr NIKHIL SAYYED,NIKHIL SAYYED,Transfer
VPA paytmqr0wixfd@pty COLLEGE FEES,College Fees,Education
VPA youtubepre@axl Youtube Premium,YouTube Premium,Subscription
VPA 0624479513@okhdfcbank ACT FIBERNET,ACT Fibernet,Utilities
VPA tatasky.2355580996132730@ibl TATA SKY,Tata Sky,Utilities
VPA irctc@ybl IRCTC,IRCTC,Transport
VPA bharatpe.zmvutiymr0az0znz@fbpe Mr YASH AJAYKUMAR JAIN,YASH AJAYKUMAR JAIN,Transfer
VPA paytmqr5niwv@ptys DUNZO,Dunzo,Food
VPA swati19@oksbi Dr SWATI GAJENDRA JOSHI,SWATI GAJENDRA JOSHI,Transfer
VPA aa9614973cyp@okicici Mrs ARJUN TIWARI,ARJUN TIWARI,Transfer
VPA paytm.n8f1n2oj@pty AMAZON PRIME,Amazon Prime,Subscription
VPA kfc@axb KFC,KFC,Food
VPA paytm.sjum@okbizaxis Paytm,Paytm,Payments
VPA paytmqr9xxvpt@pthdfc Electricity Bill,Electricity Bill,Utilities
VPA vivodafone.58193242@validhdfc VI VODAFONE,Vi Vodafone,Utilities
VPA ap9769873qfp@sbi Mr VIKRAM GAFUR CHAUHAN,VIKRAM GAFUR CHAUHAN,Transfer
VPA gpay-7652892866@sbi 1mg,1mg,Health
VPA paytm.bhqiv9@pty BOOKMYSHOW,BookMyShow,Entertainment
VPA snapdeal.t94o.qvi@okbizaxis Snapdeal,Snapdeal,Shopping
VPA paytmqr9purwrh@ptybl BARBEQUE NATION,Barbeque Nation,Food
VPA paytm@axb Paytm,Paytm,Payments
VPA paytmqr7izqh@pty SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA zepto.apa@hdfcbank ZEPTO,Zepto,Groceries
VPA kulkarnipallav3113@icici Dr PALLAVI DILIP KULKARNI,PALLAVI DILIP KULKARNI,Transfer
VPA sonyliv.47657041@ybl Sonyliv,SonyLIV,Subscription
VPA electric.0186487699842673@ybl Electricity Bill,Electricity Bill,Utilities
VPA phonepe-6211022580@okaxis Apple Media Services,Apple Media Services,Subscription
VPA mpl.36077633@fbpe MPL,MPL,Entertainment
VPA anjaligupt162@axl Dr ANJALI LAL GUPTA,ANJALI LAL GUPTA,Transfer
VPA gpay-4631224179@ybl Nykaa,Nykaa,Shopping
VPA paytmqr7pvjjq@ptybl Upstox,Upstox,Investment
VPA nykaa.6rid.ike@okhdfcbank Nykaa,Nykaa,Shopping
VPA phonepe-4448896699@paytm KUNAL RAMESH DESAI,KUNAL RAMESH DESAI,Transfer
VPA dominos.bngz@axisbank Dominos,Dominos,Food
VPA paytm.e4ubzczj@pthdfc Water Bill,Water Bill,Utilities
VPA bigbasket.32710405@hdfcbank Bigbasket,BigBasket,Groceries
VPA paytmqr2hnrmt@pthdfc Nykaa,Nykaa,Shopping
VPA bharatpe.6ag39bd2eev7inrz@fbpe DEEPAK SINGH SHETTY,DEEPAK SINGH SHETTY,Transfer
VPA spotify.3a5o.vya@okaxis Spotify,Spotify,Subscription
VPA bharatpe.lsr0o8k5dfi25i67@fbpe Dr ARJUN PATEL,ARJUN PATEL,Transfer
VPA paytmqr1ipvhe@pty Netmeds,Netmeds,Health
VPA zomato@okbizaxis Zomato,Zomato,Food
VPA zepto.abx@validicici ZEPTO,Zepto,Groceries
VPA ola.wxyy.opp@sbi OLA,Ola,Transport
VPA phonepe-1654235677@axisbank Apollo Pharmacy,Apollo Pharmacy,Health
VPA paytmqr5srbv@pty SonyLIV,SonyLIV,Subscription
VPA paytm.taqjrt@pthdfc MedPlus,MedPlus,Health
VPA gpay-1759464743@okbizaxis FRESHMENU,FreshMenu,Food
VPA paytm.gegi3q@ptybl Groww,Groww,Investment
VPA sajahan90371@ibl SAJAHAN NAIK,SAJAHAN NAIK,Transfer
VPA paytm.d630poc@paytm Tata Sky,Tata Sky,Utilities
